Priority,What looks wrong,Detail,Date,Accident Type,City / Place,Killed,Injured,Headline,Link
LOW,in 'others' with no sector identified,,2026-08-24,others,Not identified,1,,"Speeding XEV hits elderly couple in Kailash Colony, wife dies - Jagran",https://news.google.com/rss/articles/CBMivAFBVV95cUxPQzY0ZVR5NG1zWUVpN1JZNkpheEdDTDRPNi1EM0U4UmtGTTZrU21LRG5rSUhxbF9xRlNJdzhVSWRhX3BvbEhEUTRGS285WTdQVXd5Y3JuTE5RQ0xjaVRRV28weFNaaklqMVhwVHQ1MG4wM3RqMkVKYUlNM2RNUHR5NnBpdzMtT2lEZy0xaW1nc2VjcEg2NlBpeC1wU0xpRVRwYWVSbTZvYkxHZ2s0TXNGZVREdkJ0bmxFVnFfTA?oc=5
LOW,in 'others' with no sector identified,,2026-08-25,others,Pune,,,"Pune Accident News: Kanchan came to Pune from Rajasthan for education and left for college from hostel, - ABP Majha",https://news.google.com/rss/articles/CBMi1gFBVV95cUxNb0xfWlVoeUFMYXR6Ui1sdGxSSnVaa0RNV0FDbEVGdWFCVVo2NEZsNHRISXZYUDRjRVVFQWJ6aDBLOVVXVG0zVDIxUmtUVmVPdXRBZ1QtU1dBS3VzZG1iem1PSXF1N2lHVW9XOTBFRV9jNzZTVGUtcEhQNGJ0NUtkRHRHamhMVXZ1TFRGb2FwczdsWFotX1ZJNjNkV1dLWERDUTlIellWaG40U1dRdTJPek1SWFRzVXNUemdOdTl2UVcwalNnU2RMQTd0bVlpa3dkX0FxdU930gHbAUFVX3lxTE5nRFFuQ3lETWtsQ2xzUF9PUmlaMzQ3VXpURE5DSVRmLThEUDJkV1p6VlRwYXRlS0t4Z0VDa1F5TXV5cEpkbXZfZWIzeVpwV3VZaF9kWUxZbkRKYjg4ajNyOEZ5cnFLVTF4bW5pRTQxWTBGa015UTdUUHp4OElNWWN5VlpLZjcybGJRZC1ROE5uZHk0S2c5d2ktd2tmNkQwMU1wZmpxSnZCbEVudDBUY09KZGxHRy1oUExPcTVxaDRSUU9pM1pUSjVabHlqOHhLQlk3UEt0WWxNQzRHQQ?oc=5
LOW,in 'others' with no sector identified,,2026-08-25,others,Mirzapur,1,1,Mirzapur News: Youth injured in accident dies during treatment - Hindustan,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNMVhZVTF4elpZa090TWhNWFE5eE1GLTBlNktqclg0YmpmR29XRl8xMlFkUG9ma3BNUUNnaXJuYmR5aTI2bFdUQXRQcER5Nno5cjkwUHgyTWdQM09KdlJoelZCdFFseVQ1akNqN09jTk10ckcyZTJBN29JSHlaZC1vRi1MalJlVUVwYlMwVE03OUhPU08xdVJFMVJlSmxvZk9OSDBsbzlDNWJackQ3Z0R2RGJpYS04NkpYZG1Jc1VKblRwNlhGUC12NVVaMVZSUFRS0gHWAUFVX3lxTE5Ec3lfalN1aldtU1ZCX2lsY05OLVJXSWtFa3MycUpkMjBKSzBvVE0xS2k0QW5feThQUDd1akpoS0VLLUZfSFZhUWxmMXh6NWJhVTk0eEJscVl0QTlleEhSR0JIM3lvSjdYc0o4VXRkejZGTUduYkdWZGdNZ1N3ZmZIUFRuMWtsNkN3eFJBR2w0ak9jRDFSTmdkRDJ2N0l3UWNWY2ZzSXBtUE41X1ZncTFhVlQxQWdFV0Q4SnZ5M2p6QjB2Wmt4TU1ZTlgwUkVNdm1ETWE0T1E?oc=5
LOW,in 'others' with no sector identified,,2026-08-25,others,Amritsar,1,,"Tragic accident on Amritsar Tarn Taran NH-54, student dies - ETV Bharat",https://news.google.com/rss/articles/CBMitAFBVV95cUxNSWxNVE4xRnlkNk9rQlYtQ0VGX2gzbXJxS05yLUNQOGx6VldOS19CMGhUVlJPOFVKdDBEeV9ZWWhURDczdmlYdDJzYkRrZkNTalUxZHNqbWlucGdYWkRYMl94cG1seTdKYVlGeEYwSVZsblZWN0RCUVMxMTVqb2M5NTZvQjJfYXhfa01KSHRZaDJBcHlrREZObU10MmJfWTRUNUNnYmE0Mmw3M2JEN2VTZExxME7SAboBQVVfeXFMTmFZYUhNX3Q5MWMwTWxIUUw5YVBpQUxZMUJzbU03aU9OZFREbFJZZ0REVVRqQkhkMmw5eTNQdDBuem1LNUpRdkc4T09iS3pRRExzUTAxb2xuV19DbGxPNmRMUUdVZm1HU2I5elBSRlBHeTFxcnVuVHJZWmhRQ0ZUd2lvSWgyWndRZFlVNkE0QWhzM05Mb2p6QlEtV0ZCNTJZV0RrVHh4VG9ScS1tRHlMZlpKVjN6WkRtUG5n?oc=5
LOW,in 'others' with no sector identified,,2026-08-26,others,Suryapet,6,20,"Telangana: 6 killed, 20 injured in early morning accident in Suryapet - ETV Bharat",https://news.google.com/rss/articles/CBMi0gFBVV95cUxNeDNtSktZMnVhVFdUVnZTZDcxeGZvSmViWkpWYjdvaGxsalFQNmxuS3BwZzV4MldCQ3JkdFozTDVUYWRRTEFTRVpVUlV5T1JwNVFTTmZMRzR1ZWNUdHE3a20tUGNORUhkbVF1OUhXLWF5MEl0MUNDZ3Z0Rm1MRUhIczNPX0RmV1NKSEJNblF3YlRYSHNNQ3lxNGRrX0pvb2M1VGo2aDUxOUp1SnlFNUhEcEx3ZmFkYU04ZjJXWGJ3dFpYeVpVai1LN3gxcjZvcFRVdnfSAdcBQVVfeXFMT25yVk9XWWhMSE51YTQ3a1NNLTQ2T1BmUm5GdlJPNjF6U0t1T2YzWVBHSW5Ya2pEU0VzZGVDVmZVVDdwTXlfaU9ReWV6UW9lZFZTTm1HNUxDYmljYWUxbVpSeGhUaGVwQ01tN1h1RzAwUXRKSnFXTWJiR3dmMXhFZXdZajFXOE9MUnJ4bXRfajJFbmxTM2xvVU8zUmgyREEwQWRkbmdrT3IySE1YLUJETDN4bDNCNmJFY2hfVHROX0g3Uy1GNFB3Nnh6SUlXMWJqTWxsRXB0NGs?oc=5
LOW,in 'others' with no sector identified,,2026-08-26,others,Not identified,1,,Anandapuram: Fatal accident at Anandapuram toll plaza.. One person died! - hmtvlive.com,https://news.google.com/rss/articles/CBMixgFBVV95cUxPSUFwakhmMzRvcWtwWEx0YWcyel9BOXBCVVNrUHVqWW1ZaExMM3hQSDZzakJCXzY4YWdxWE5MdTBlNXVqcE5oTF9ubE1VT0lYMlAtUVlvdUlxSDRQLVNTRjZJWnZhZWJNTG1XU0RscWM0a1RoWXBNRmlJTm5SREVVZGdjQmpKVzkyY0EwdEtwU09vd3J6UlJfX25Vak13ZmRFdTZZSktmN21sOWkxc0RGMW5qcE9xc0F4ZTBxXzBrS2czSDhickHSAcsBQVVfeXFMUGZVS3I1VzZzMG9FY1FVcUpWNWVIMU5WQzgyX0N0N2lENTV2VXdOREVrU1VZdWNMTkU1T0Z2d3RXRjEwNzNxN081YThubG5xMHlCZ3VqNGNiY3dwcnk4OTl4RVNQMWpROWt1UFBweEdBZ2ZFT0lJOVQ2aEozYzAxZm54OE1mTU9KbFA5UHl6OW1RcE01bHM4aVpHeGdHZmhlUU04dHMwdGxaNFV5eVJjRk5nTGdhVUtvVi1KemFpcTlxcnhNX0U3dVduQ28?oc=5
LOW,in 'others' with no sector identified,,2026-08-26,others,Not identified,1,,Army employee dies in accident while going to wedding - Lokal Telugu,https://news.google.com/rss/articles/CBMirAFBVV95cUxPS3FkN3MxVERkcmF6Q3VTamExWTdlQW4xSzZRSFlCTnRNeFRPYkwta0doclh0cGFxWEtGNG9kc0FvclhNZnZyekVlTENPbUNKT2JXaG5uOHFfdXptOW9BN2tPc3FfTzlISWgtalBxSXo0NEpGVTB3QWVuU21RWWFNS1k2clBNbkJFQ01mYmRpb2xpRUhJaXVvYzJISDNQWGpEZmdreEhxck5CY1B10gGyAUFVX3lxTE91OGo4OFZCY0VSaS1GN2lDMU1Qa3JnMUdPaDlNYmxBcWEyWl9rUUVBSXB4Xy1ZUEFabmYyZ3FlNkZkOENDQ2ZuS1E0TnhPalotV182WGFmMkxLMzlPSnhHcXRRakpNb0Nienh6ZG4zTGgxejhoY0ZJUlBSSDY4VmxTS0hZaFlKTmFudXVCdnUxYklyS0trX2xwZnlfdjBWRnFfOXItZGNPN2tldlRtVXVSWWc?oc=5
LOW,in 'others' with no sector identified,,2026-08-26,others,Shimla,,1,"Accident in Shimla: HRTC and tipper collided, many passengers including driver got injured - Amar Ujala",https://news.google.com/rss/articles/CBMi3gFBVV95cUxOZGVZODhNWW8wVmV1YWlmdjh6SkpRLVlsNGMxYk01Z29rZXRqeVpWWFNKQ1VVLXprZU9kOUFjVHJ2dndOYkllbDU4VWhBSTBSWVB2ZkxUTFNOcXlCWmVmTE1NaG04akpTWmxFWnBaNGRLR3VzekJORHdQM1lDR1BNR2hNNUlheWxYOV9KSDFiNTBhckIwOWFxVldZTkUxR0ZsMjlfUTlBNnZxSmJtMzBoZzQtSzFwS1RLRHNxc3VESFZiRlZScXpRNDlnMEhwaldaeHRyMmpyb1FqY29HQXfSAeMBQVVfeXFMTUtRZlk2RzNjRUxrdDk4cjF6TzdOUkV0VjVDTGhmN2FoTkxRMTA4QjVDRjlUMnVrbFVVZjZrMHBjcWMwYXRWRFlZUU1QRFk1SU5XTHZoUkVoMktXWTNZZTVSR3N1N3RJV3d1bzJJZ1d4THczQ0hVZTFCaG5PTHRLYWEwYnJ0UXVaZTAycFppVjVUM1RfclNha1AyNFRvaWw3aHhSLXJJcHdGaC1HdWc3TDVBaXhBY2xqaTdUVlcwei1DNmtVVzRfRk81NXRReDVraFMyRHJFVUVDTlR3N2E3MEtfbEU?oc=5
LOW,in 'others' with no sector identified,,2026-08-26,others,Not identified,,,To tie rakhi to younger brother - going to grandfather's house - life-changing accident - ETV Bharat,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNM25sN0pDNFdnREhkSVJBLWhJcUhEQU9EekJBbFpHbVRuNjhwSEd1TkVQeTZ3bEF2VWJlQWVYS2NwX0ZseVpJZENBajlTSmlVWUs2VFBDR3YyLXBPd2V2S0JXQlJlUU5veW42OXdYRjVENG9vcDR6M21KTGh3RTE3YzkwU1lSWWlUWkRFLTVJODdBZTBzY2xNa3FPdnFxS3FVVEpwdVU0aG5ZanctQ0pjeVZiY1ZUekJMWjI1SFdSM0FqdkRFRHlhUA?oc=5
LOW,in 'others' with no sector identified,,2026-08-26,others,Not identified,,1,"Youth injured after falling from Sadbhavna Express: Accident near Lambhua, admitted to CHC - Dainik Bhaskar",https://news.google.com/rss/articles/CBMi3gFBVV95cUxPc09NeGVfMnBabEY4LU1xa3B1Znl3T2xnRW9fV1Z6V1d4ZGVBSV9XczliZTlOZkFnNE5MSUk3Z1pQX1lJdU1lbUNyY1NJVWRwZ0NyLXhBNDBybVZud1NrRDhQWXNxZ3NEdmJJQjVVaVN4aTRscVRjSmRMSWJXNG0zVTlaZXA0V3pvd3pEa2d3Vy1oY1R6eEFtSUxpLVgzTjZNc2MwUXh6by11LWdkdkNRald5S3JVcUJIOWl4a0pTbkV6am1Jdy1WT1N0WnU4Z1k1YXBuM0I3VlFZNGFrZEHSAeMBQVVfeXFMT0hJOElhMk9YLW9OM0ZBMHZ1RWt1dzZpRGdtRkNCdXByaFBTa0ExZFg4SEVlclhKQnUtYkpvTjNpbEFwRXFDcmdtLVNFdUZsR2llZjdBTXRNVGRhUW9ad3J1b2xvNTBpUE5oYlJtNGRUV1pjTWhpdURVSDdubmJHM1JRaU9BU0xlWjlCanc4ZjY4MU9NM05UbGh1S3ZMdGFYYU5lS2RDVEh6TU42X0R3TDVBOFhoeEx1VWRiaFBZX2pMamFFX2g1Qzk5NmFNUDh2OEU1djdDb3E3T2ZVOGItYzZoUmM?oc=5
LOW,in 'others' with no sector identified,,2026-08-26,others,Poonch,6,3,"Horrific accident in Poonch, Jammu, six people died, three others injured, know what happened - Navbharat Times",https://news.google.com/rss/articles/CBMiogJBVV95cUxOVmVILUtOQWlBdG9ER0dIU3NjRHltVEtZTHctYlY1dEFNVnpFSkM4MGRVbnBaR1ZMaDVoampneHo1OE9xNTVvVERpQTEwakwtMURLdDRKU2xUN3RPaXVVcGw1bUpST2EwNnhmUlVnaDhMUkx1YWZhbl90V0dDaUVrQTY5QTdBM2ZGOERfelJvQnpaSU80NWRxQlN4emRVSVNUMTNKUjhCZHVFN1Rad01RdTlKeVdsdEJnUXFGdHNvREdYZWNfQnBaTjVMU3cySy1rLW1GelVYRE9odHZLMU5pTjlkY1FxbXJIX3RBSDMtdU5LOVAxczI5dGJ0M1QxUm13NWhSMjh0eUhnWnA2R0trUjhNNUdyREFPSmlGQXVuTmxlZ9IBpwJBVV95cUxQSmJ5am5PdzNRdzREaGxGbGdiYWJjeS1qMW9hZl9HNm5xZVlpV0VqWFpQcnR0RG9ZMWFSbkVOU0VmZnYxbU9ZcnZ6VTBMSTgxc0RoQXBKbzczNk5OeUMxRUZ5UWNsdDJhd29IY2RHX0Z6Yy1vUTZaSUJVdWF0cE00T1h1amRlSTMtd1VEYzFGNUplaUdfZXRSYW1ZZ3hQR01HcTkxRnpfbWdjRnpNN0psSHJrMDdQOTI4MHBGLS0telVGcldKX3BmT25YR1RZU3dEWGZfTnlra3RCUXM3TS1oVzFzSW8wQW9xcTNYdDJoeWVNTEszTHdhbUlzRmpiTkc0Wm41Z19udTdPMzd0YkVKS1JkS1NNQ1pkVVRRekNVS21Pek1KVU1z?oc=5
LOW,in 'others' with no sector identified,,2026-08-26,others,Not identified,,,Palnadu accident.. these are the dead! - Lokal Telugu,https://news.google.com/rss/articles/CBMimgFBVV95cUxNMTRfbTRCNlRERDRsbk5ZQ0N5bTN4Vm1DRGlZLVhXdGIzZmFTSFEzQ2JkWGJYeUM2cUNneTcwYWFNR3hwdzhXdGk2ZmNYZkZndnc2WTZ0VnIxUnk1UFRCVXVNNlZJZ2w1TE04UkJiNUdzaF96aGlfd2d6TTRpUXM1QUFQTVJlakcwbWxQQUh1WGl5aUtqb2tteDZ30gGfAUFVX3lxTE53d0dHb0hmTTNKbUdDZEJjOTh4bTVrZmY2VGhudDVrUnhnVWR2ak0tWXYwX0VkWWRJWGwyZGFLdkFQVUVLOThzTkIyakNvZnZlZVBsSjhoZFd3cVRVRkpCOEw1d1lha0F1Vm9Pc2JjejVfWU9leV9yR0pWR0lxQlFiM3JUX1h3X29QMGlQUEtkUDZaN2dyTTQzQkUtdTFydw?oc=5
LOW,in 'others' with no sector identified,,2026-08-27,others,Not identified,,,CM Chandrababu and Ministers are shocked by the Chilakaluripet accident.. - Andhrajyothy,https://news.google.com/rss/articles/CBMi_gFBVV95cUxNZ3FWVFNfUk1OUldaeldLLVFOU2s0SmZ5VXdhR203ZkZhQ3poZzhERl9IckEzVmdiaWZIVUJ6ZU5tblN4S3lmREFfN05zRGNuY2JMbmNHWGdXWFFHbGxVWUtxSzRLYjJlUWZ4TjBqc3ZudUhULU1kNlVrYXNoemlnR2NQVEFJakVsMVFHSHVUbXk2RVpGX044YXh6S3ViNTRickRIcjBkYmdFVFB6dGtQc2ZRN0hSejkwM1pGMk1ZN1A2ZTRtdlpObHdzR3YtV2RUTV9nN3JUQVFHTzUtUUFrXzlIRTZTcjlVRWNMcW9YYVJRRUtTT3VZR3ZZMDVBUQ?oc=5
LOW,in 'others' with no sector identified,,2026-08-27,others,Not identified,,,"Jalore accident: Family set out to tie rakhi to brother, ruined on the way; husband and wife die - News18 Hindi",https://news.google.com/rss/articles/CBMitgFBVV95cUxQbk01WTBtaEtuVkowX3pPQXlQVG55ZDJFbzQ1OThZRmlqN2hEWTVBSllrVy1NdWdUOHhCOTllbFVPVVotdlV6dXQ3VTg3aHJZTWtDTnNLT19tbF9pTUxiVzhrREh4djN5NTJGc1pVM2tCM0FUcnBkY2s3eHlKWEItRW93UVpsb2FETTFPMWtfNEdfcnZIczdJMlNVRGV1Ykx6THVra3FYWkFQajBxeGo2YldqSWRMdw?oc=5
LOW,in 'others' with no sector identified,,2026-08-27,others,Not identified,,,"'Aa bull mujhe mara': Kangana Ranaut hits back at Baba Ramdev, Rahul Gandhi and Kriti Sanon; What did she say?",https://www.amarujala.com/india-news/aa-bail-mujhe-maar-kangana-ranaut-on-baba-ramdev-rahul-gandhi-kriti-sanon-and-others-2026-08-27
LOW,in 'others' with no sector identified,,2026-08-27,others,Not identified,,,Did Ranbir Kapoor's Mother & Actress Neetu Kapoor Repost Negative Review Of Yash Starrer Toxic?,https://www.freepressjournal.in/entertainment/did-ranbir-kapoors-mother-actress-neetu-kapoor-repost-negative-review-of-yash-starrer-toxic
LOW,in 'others' with no sector identified,,2026-08-27,others,Not identified,,,"Jehanabad: Passengers risking their lives, accidents can happen anytime. - Prabhat Khabar",https://news.google.com/rss/articles/CBMioAFBVV95cUxONHh2M25BVnlTRWZhaE0xQjlJWE9WUmYzZ0ZKUmcyeTBucGtoTTdkWWVZSjdkdkJBeFJ3SDNiTEdvZHBwX3A2YXlwelViTVQ4MUd4OGY3UzJWeU8wQjJjcnBuMWk4ZkVqOFJOakpFOFZ1TXMwaENybTU4Z0N0d1c2TzY2dGpZSXkzUDFwaG5PdnIxR1cxRDVzSXp0QUxQZU9u0gGmAUFVX3lxTE5tQ3FkR3l1b2hwRmdaY3N3WFZSSjFzRGplS1pmYXdYdlctemM3bFp1bGh2bG9GSG1JTkJzZHNhVzI3T0ZJRnNVQzNwQU9aY0Rfa3FBcnRWR1BCNWdBWWkzWUtMUEJYVW5OdndyMVZoLWpPU0h3VlZFWVMtSjJnY1N1a1JiSkEwanU4M2NjTkFrZG9uSW1ocXVhb1RlejJacXdia05UaEE?oc=5
LOW,in 'others' with no sector identified,,2026-08-27,others,Amroha,4,,Amroha News: Report of Confectionary Death in Accident Four and a Half Months Later - Amar Ujala,https://news.google.com/rss/articles/CBMikgJBVV95cUxQSGdjZXBqamM2c0djWlF2c1hLTTVqN2lPVjFNQVVnUDJnR2VqNGpqMXQ2c0JWTUtMd3NjdDBkTWNHYk5sVlZWUmJkMmgxb0JnQnh6cjNRNTNNanVieGNFR1NZQ3dFak5DX1VQUWFBbDE0U2liY1laZVA2WG9UWEhKUERTVzktNlFHUW5KM2J2NWJFOFZUM1RFME5VMGEyQ1FZd1FGRFp4dXgyZjcxQXhDNmFCaVBmTmZfMzltU0NZYUdtV3R2TW9QZVk4N0FSei1JeC0xM2kwVlFMRl9vdC1BQmhtQkN6MV9Ed0VJS0RkMTNqYUZXVllWcWNXUnZiUUJPTVR1Q3VlZUNIbGRvNUlIc3ZR0gGXAkFVX3lxTFBTc1lNbXBwQnVnSU1iRjVGMFdtSmlwbDNackJ2V0I4WDJoeC1XSnE3UTUtelJRekc1Qy1BTEFHc0Z3REtQSWlMQVlqaWZsUkVIZFRITDRPS25BcWRVVGVvYkRFSVpzOGhPM1RSQUIwVjlsM0dmYWRkVkthRUFCUDNRSWV3Ni12d0ZKamhzVzJaYVZEUV9fc2RYU0Jlb09yVWlTNWpSS3ZLVFBOZ1RqU0doRWJPRldSNHZ2cU9EYVVqZDdxd1JSODNZMGR0NjhINjEyM3BCaE9TWlpJNHRhR2JqZm13QWdPcUpJWm93akdLeVdkTXJCX1otN0N4UF9nenJJbmZGeWxtYkR5WVZQOXR4bHJUVWluSQ?oc=5
LOW,in 'others' with no sector identified,,2026-08-28,others,Delhi,,,Bulldozers roll into Delhi Race Club; stables razed,https://www.thehindu.com/news/cities/Delhi/bulldozers-roll-into-delhi-race-club-stables-razed/article71397258.ece
LOW,in 'others' with no sector identified,,2026-08-28,others,Not identified,,3,"Tragic accident brother and sister die on Raksha Bandhan day, including 3 injured",https://www.punjabkesari.in/national/news/tragic-accident-brother-and-sister-die-on-raksha-bandhan-3-injured-including-2373806
LOW,in 'others' with no sector identified,,2026-08-28,others,Pune,2,,"Pune: 200-Plus Ganesh Mandals Join DJ-Free Festivities, Says Punit Balan",https://www.freepressjournal.in/pune/pune-200-plus-ganesh-mandals-join-dj-free-festivities-says-punit-balan
LOW,in 'others' with no sector identified,,2026-08-28,others,Bhogpur,,,Bhogpur accident: No Soma! Still does not know Jayita - Ei Samay,https://news.google.com/rss/articles/CBMivAFBVV95cUxPeVN1aXNpZ2JFSnVqaDlNeEU4WWdXOGxCQTFJZlY0dmNtSl9fUmRRTHNwdm9YdDFVSHRsbFdxeXJMUVotQUQ0d2E2NS1PeEYxSTdKWmhTc2VWcVZYMzlPeHdOeXc3N083NW1FNEJxUmZUVndZLXRwQjdCT0hQUVI3UnBHX2kwSmUwQzBFcmkzQ1JlLWVGZEJJVGRGeDVEZ0hFQ3NBLXl0ajNzR2RtTDN0VVY0ckttMHhmaURnbNIBygFBVV95cUxNY3ZJMFZmOFNPNURxSmtxVk41bnlTNmhfMUoxMlJlS0JSZHdBMW1uaWtfcFdMSlAyY2YtZXlNQTRmTDZ0WlZjVHJQVFhjWWQwM2hpNW51SjZsQnltVVR1R1RTS2hhNThlaEhNVEJ1dDFFaDhWRklTXzBlODRyT2pWT1FnQmR3NkV6QlZRN1l2RW1uMnlwbHY2Yjlfc2Jld1hZMGZUX0tfN3pvcG9mdk16SUtoaVV5QmFRamlkOVlOd3ZWR2JOMjVEV3BB?oc=5
LOW,in 'others' with no sector identified,,2026-08-28,others,Not identified,,,"'Could Have Made 44 Times In 5 Mins': Sensex Swings Over 2,200 Points During BSE Closing Auction Session On Derivatives Expiry Day",https://www.freepressjournal.in/business/sensex-swings-over-2200-points-during-bse-closing-auction-session-on-derivatives-expiry-day
LOW,in 'others' with no sector identified,,2026-08-28,others,Kanpur,5,,"Accidents in Kanpur Dehat and Hapur, 5 people including father and daughter died - ETV Bharat",https://news.google.com/rss/articles/CBMi7gFBVV95cUxNdVRWY09Uc3pMbElPLWVZUFJScDhSdEtSdDNMd3ZtRmd0ajdqckZlZER5SldQRzYwQUpPbERkVzI4LTVlU3I1T1FWUUh1VXl0NW5NTDFleDVVMGRYUTBPM0xmM1FtdEJWbmctRmp6dzRZSVFVN29mVGstQ056Y1k5WUdscEJOeWFKTVFneWdfTXFkaU9PN1lWRFpxR0pYUGRmRHBULTNvaWRrTGsxYXRTYy1JMFp4a0xnOVJiNU1FczI3Z1VNZGhBeWJIbWNvTjJuSHRRVDZRLXh6NFhRLS1mTGs5Vi1oMHZXXzZxbkxR0gHzAUFVX3lxTE02cEpfX19tTTRLUzlYUEZiQ2h1M0ZpUzNLdy1XSnhYRVVTcUh3OGE0ay1ma0JSNDZFNUFfR25velRZM1BfMjU0Z0xyZnFaZGpvcTB4RzRJRmdPZWxlbkRvVm1fa0xYNHpqaWU5M1paSzB3c2JKZld1djNrY3FTbTNLLVdzVFY3UlJwZ1NlZEVoeFByT2c3VVB3X2NxMm5qaGVadU12VV9rWGZmd0dnZU80LU1RV0lDUnlxS2FuYl84OXM4TnF5ZlVwN0ttd2xCRnV6akNReTRuYjRCNjJaODNEYXBnNERzcm9pekVOeUNEMExaNA?oc=5
LOW,in 'others' with no sector identified,,2026-08-28,others,Not identified,1,,"Death of a young man who was going to tie Rakhi to his younger sister: He was going to Badaun, accident happened due to collision with a pickup - Dainik Bhaskar",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQbW9qbTUtVWlwckMxeUJfLS0xWHM2UHlCS0pQZDNFTUthakFZQm9LcVJaSmVaM09CRHBGeTdCSzlBS1hQMzBOVTN3MHZFbUJEX3Q1MVJnZU5nMDNmb29MTTBramIzYV93TkxmY1hud2ZIZDdhQ1Y1OUg0aDA0dnZaZHRMLUNfaEU1ejZ5V2U3eVR6aTVNWndXZGs3MWhBSnVLMDYxZFNRX3p3d3FEQk9JVHhMejc5cEV0dFNfbHUwWnQwa1pMcUdPamxETDVmS3RsbWfSAdcBQVVfeXFMUEFhVTNmZHp4RFlDMWpwUXZqdFMyU3ppVXluUzNnQk1wcHY0Q016b2ZNajExNXdRNHlvdjBRdDhudGJUVm9YeHRLMDJKb1UwVWUweHlLZEVLLUZENXNWNW9LR1ZVVEw1aFgwSjZSRmNfeHJ2OXU4QU1Oa3NXX0Y1TTZic3EyLTE5QUNieGwyNG9ReDVUN1MtYllTd1ZESFhOWHNYbFNsMVl5M1lRVzRXbnBPYmlKdGJ1b3VaVWFaX19uNU1HcGJULTdRT0Y1a2xfYW8tcXhMVWc?oc=5
LOW,in 'others' with no sector identified,,2026-08-28,others,Not identified,,,"Kamlesh Sahu's U-turn, claims to remain in Congress only: Said he was taken away by threats and pressure, joined BJP two days ago",https://www.bhaskar.com/local/rajasthan/ajmer/kekri/news/kamlesh-sahu-kejdi-congress-bjp-join-video-statement-u-turn-138864666.html
LOW,in 'others' with no sector identified,,2026-08-28,others,Not identified,1,,"Young man dies due to collision with Bolero: He was going to pick up his wife from her in-laws, the driver absconded - Dainik Bhaskar",https://news.google.com/rss/articles/CBMiywFBVV95cUxQaWlPZnIwR3FBR2V4N0NzbURjZTdld19KSnBhSnNhUVlJZ1ZxUUxNc3BaOXktS0FZQkxkN3B6UjNHRFNFUnp5eFpwS0p6bmRXYnlIQVdzSkpGY2U4dmlsYUZ0UkwtNEFxLWZKUXpWMnZYQXRmUndWUFoxcWJZQ2pYRV9WZDhpQzNUdXpvVktlbU9YaGFHWG15MGdaN1RRSjN1c3F3dURuMXNBaFRrWU5PQkRHeXhuS2xtVm1kNFFJOVF4ZU95Undia25uZ9IB0AFBVV95cUxNZW1PdW5nX2pOZ1FtZGpUWnBOZ3l3czBpTnlfcXh2Tnd4QlhBd3locU4taU9hQ0xhaGRVeURleF9EaFRBUnBmSVdwZHRMd3ZQWUxiWFppVl9RdmJFQnl3UmI1WlNDMmFRdjRuS3ZjMU1lWURiTFpHWFNpMlpiX0syc29uTmpLVFExNTYxOEd0UDFnTEZXNF9DelBiTkFwNGg3dk9aeVBpQVRQaE50a2RiQUdfcTVOYkFBbjQxUmhJOC1WWWRQenB4WGs1TTFzMHh0?oc=5
LOW,in 'others' with no sector identified,,2026-08-28,others,Etawah,1,,Etawah News: Daughter of a contract worker coming home on Rakshabandhan dies in an accident - Amar Ujala,https://news.google.com/rss/articles/CBMigAJBVV95cUxOYk1uSXdDdVMxU1dMUHU2bFltTUFqbGdkQlhYVWpSV2VZa3NwOV9nc2hNeDRpVWR4YWNWcy1sZ3RwWHBsOFhRX0F3YUVpOU56dlRDUEJ5YW5HcFdsWHlrX1Y3cWQycmx3eEw1TkYtT0ZwdlRqQ1d3TkJvSmJVcnJGcFgxdzRFdkVxNFlkNXRwUEJWXzBxc3RtODlXVU9NbjROdlN4SWxMVTlpQldYal9jQ192UE5OZ1ZiaHVmbkxXZDRLb19wTG5NOExJLWxRcVVrZlRxSklDMC1WbDJkczdTT2ZYTDIta1R6NjVXdEN3bTdDdlBEWEFyTWNwWW9sY09U0gGGAkFVX3lxTFBkRmtSQkhnQlk0UmZlWEwxQm0xay1jSG90RDVRT210SFgzcTZNemVXTWdDTU5IemMzSE02d2hXeE1Hcmw0ejk1VWV6dk9EOTZsZklacy1HdG5JOG95T0NRNGk4ZUhza2E1dnFHQWE4eEY4eW9lLTBTUHZnRHlvVUJETEtRdWYzZTBuYmhLSDAxbkFOX2tETmxuc1JMbzF3RGNvWDFKVjVnOUxJNjJ0YXM3Q002cHVtNlBHYW4yLWswcF9wTGRySjJ5QVlqbmZHcnlKaWU0WjlkR2lfbjF1QU11TGxiaW82SjVJN3dkMXJqRnRIUXJaVDlrNDNxX3JybVV1ZFctVGc?oc=5
